0,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6134_518_height_filtered.laz,0.2438342486270594,0.9967112089332181,3305774,10015,10872,7573,{'canny_lower': 24, 'canny_upper': 151, 'cc_area': 6231, 'closing_kernel_size': 5, 'distance_resolution': 9, 'hough_lines_treshold': 147, 'max_line_gap': 7, 'meters_around_line': 3, 'min_line_length': 30, 'opening_kernel_size': 3, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 1}
4,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6163_472_height_filtered.laz,0.8697503548467896,0.35839008706165587,8897947,59885,5709011,7800,{'canny_lower': 5, 'canny_upper': 103, 'cc_area': 304, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 53, 'max_line_gap': 13, 'meters_around_line': 3, 'min_line_length': 34, 'opening_kernel_size': 5, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
5,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6167_473_height_filtered.laz,0.6018555658255,0.5987639339828258,11446476,57341,4592739,22830,{'canny_lower': 5, 'canny_upper': 103, 'cc_area': 304, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 53, 'max_line_gap': 13, 'meters_around_line': 3, 'min_line_length': 34, 'opening_kernel_size': 5, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
6,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6167_474_height_filtered.laz,0.8169278996865204,0.501829824360083,16966929,15950,8452418,2920,{'canny_lower': 5, 'canny_upper': 103, 'cc_area': 304, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 53, 'max_line_gap': 13, 'meters_around_line': 3, 'min_line_length': 34, 'opening_kernel_size': 5, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
7,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6167_475_height_filtered.laz,0.7414189592027937,0.5970056225090621,16146528,23482,6506960,6072,{'canny_lower': 5, 'canny_upper': 103, 'cc_area': 304, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 53, 'max_line_gap': 13, 'meters_around_line': 3, 'min_line_length': 34, 'opening_kernel_size': 5, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
8,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6168_458_height_filtered.laz,0.38408213982080963,0.7397639079189777,1643596,15291,427723,9418,{'canny_lower': 5, 'canny_upper': 103, 'cc_area': 304, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 53, 'max_line_gap': 13, 'meters_around_line': 3, 'min_line_length': 34, 'opening_kernel_size': 5, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
9,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6204_505_height_filtered.laz,0.867071592153739,0.19699526088587893,6777427,10043,5442306,1335,{'canny_lower': 5, 'canny_upper': 103, 'cc_area': 304, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 53, 'max_line_gap': 13, 'meters_around_line': 3, 'min_line_length': 34, 'opening_kernel_size': 5, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
10,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6205_513_height_filtered.laz,0.8180706649528169,0.2796680080579037,8371408,63794,6030193,11606,{'canny_lower': 5, 'canny_upper': 103, 'cc_area': 304, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 53, 'max_line_gap': 13, 'meters_around_line': 3, 'min_line_length': 34, 'opening_kernel_size': 5, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
11,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6211_474_height_filtered.laz,0.5556550951847704,0.5392493878708469,3029181,31255,1395697,13888,{'canny_lower': 5, 'canny_upper': 103, 'cc_area': 304, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 53, 'max_line_gap': 13, 'meters_around_line': 3, 'min_line_length': 34, 'opening_kernel_size': 5, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
12,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6219_494_height_filtered.laz,0.5003838140146946,0.7271222803572215,3227354,18238,880673,9112,{'canny_lower': 5, 'canny_upper': 103, 'cc_area': 304, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 53, 'max_line_gap': 13, 'meters_around_line': 3, 'min_line_length': 34, 'opening_kernel_size': 5, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
13,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6220_495_height_filtered.laz,0.6979172918792389,0.7085427663383997,3999489,16661,1165680,5033,{'canny_lower': 5, 'canny_upper': 103, 'cc_area': 304, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 53, 'max_line_gap': 13, 'meters_around_line': 3, 'min_line_length': 34, 'opening_kernel_size': 5, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
14,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6221_452_height_filtered.laz,0.7165954498209955,0.8688309766871685,47313,8659,6206,2454,{'canny_lower': 5, 'canny_upper': 103, 'cc_area': 304, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 53, 'max_line_gap': 13, 'meters_around_line': 3, 'min_line_length': 34, 'opening_kernel_size': 5, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
0,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6134_518_height_filtered.laz,0.9982026959560659,0.6158234047457569,3305774,10015,1270001,18,{'canny_lower': 22, 'canny_upper': 103, 'cc_area': 241, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 82, 'max_line_gap': 7, 'meters_around_line': 6, 'min_line_length': 11, 'opening_kernel_size': 3, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
1,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6146_468_height_filtered.laz,0.995996756866322,0.2663671573965517,3619031,78936,2655040,316,{'canny_lower': 22, 'canny_upper': 103, 'cc_area': 241, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 82, 'max_line_gap': 7, 'meters_around_line': 6, 'min_line_length': 11, 'opening_kernel_size': 3, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
2,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6161_465_height_filtered.laz,0.9403651115618661,0.6094214122927958,6931084,7395,2707133,441,{'canny_lower': 22, 'canny_upper': 103, 'cc_area': 241, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 82, 'max_line_gap': 7, 'meters_around_line': 6, 'min_line_length': 11, 'opening_kernel_size': 3, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
3,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6162_472_height_filtered.laz,0.9380373290569736,0.29182905010409355,3627987,67347,2569235,4173,{'canny_lower': 22, 'canny_upper': 103, 'cc_area': 241, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 82, 'max_line_gap': 7, 'meters_around_line': 6, 'min_line_length': 11, 'opening_kernel_size': 3, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
4,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6163_472_height_filtered.laz,0.880988561409368,0.33661686229418986,8897947,59885,5902748,7127,{'canny_lower': 22, 'canny_upper': 103, 'cc_area': 241, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 82, 'max_line_gap': 7, 'meters_around_line': 6, 'min_line_length': 11, 'opening_kernel_size': 3, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
5,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6167_473_height_filtered.laz,0.9562267836277707,0.44530176798518606,11446476,57341,6349340,2510,{'canny_lower': 22, 'canny_upper': 103, 'cc_area': 241, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 82, 'max_line_gap': 7, 'meters_around_line': 6, 'min_line_length': 11, 'opening_kernel_size': 3, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
6,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6167_474_height_filtered.laz,0.9843887147335423,0.5605498791207295,16966929,15950,7456119,249,{'canny_lower': 22, 'canny_upper': 103, 'cc_area': 241, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 82, 'max_line_gap': 7, 'meters_around_line': 6, 'min_line_length': 11, 'opening_kernel_size': 3, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
7,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6167_475_height_filtered.laz,0.9617153564432331,0.5067594717576436,16146528,23482,7964122,899,{'canny_lower': 22, 'canny_upper': 103, 'cc_area': 241, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 82, 'max_line_gap': 7, 'meters_around_line': 6, 'min_line_length': 11, 'opening_kernel_size': 3, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
8,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6168_458_height_filtered.laz,0.9179909750833823,0.6203458757504885,1643596,15291,623998,1254,{'canny_lower': 22, 'canny_upper': 103, 'cc_area': 241, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 82, 'max_line_gap': 7, 'meters_around_line': 6, 'min_line_length': 11, 'opening_kernel_size': 3, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
9,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6204_505_height_filtered.laz,0.9967141292442497,0.16344240963421663,6777427,10043,5669708,33,{'canny_lower': 22, 'canny_upper': 103, 'cc_area': 241, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 82, 'max_line_gap': 7, 'meters_around_line': 6, 'min_line_length': 11, 'opening_kernel_size': 3, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
10,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6205_513_height_filtered.laz,0.9994670345173527,0.16496615623082755,8371408,63794,6990409,34,{'canny_lower': 22, 'canny_upper': 103, 'cc_area': 241, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 82, 'max_line_gap': 7, 'meters_around_line': 6, 'min_line_length': 11, 'opening_kernel_size': 3, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
11,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6211_474_height_filtered.laz,0.8978083506638938,0.39474201112445906,3029181,31255,1833436,3194,{'canny_lower': 22, 'canny_upper': 103, 'cc_area': 241, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 82, 'max_line_gap': 7, 'meters_around_line': 6, 'min_line_length': 11, 'opening_kernel_size': 3, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
12,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6219_494_height_filtered.laz,0.9442921372957561,0.5550172060455717,3227354,18238,1436117,1016,{'canny_lower': 22, 'canny_upper': 103, 'cc_area': 241, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 82, 'max_line_gap': 7, 'meters_around_line': 6, 'min_line_length': 11, 'opening_kernel_size': 3, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
13,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6220_495_height_filtered.laz,0.9798331432687114,0.44502435186095024,3999489,16661,2219619,336,{'canny_lower': 22, 'canny_upper': 103, 'cc_area': 241, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 82, 'max_line_gap': 7, 'meters_around_line': 6, 'min_line_length': 11, 'opening_kernel_size': 3, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
14,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6221_452_height_filtered.laz,0.9945721214920892,0.790586096844419,47313,8659,9908,47,{'canny_lower': 22, 'canny_upper': 103, 'cc_area': 241, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 82, 'max_line_gap': 7, 'meters_around_line': 6, 'min_line_length': 11, 'opening_kernel_size': 3, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
0,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6134_518_height_filtered.laz,0.31412880678981525,0.9528500738404985,3305774,10015,155867,6869,{'canny_lower': 15, 'canny_upper': 58, 'cc_area': 4990, 'closing_kernel_size': 1, 'distance_resolution': 8, 'hough_lines_treshold': 59, 'max_line_gap': 10, 'meters_around_line': 4, 'min_line_length': 39, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
1,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6146_468_height_filtered.laz,0.9040361812100942,0.821677681125141,3619031,78936,645354,7575,{'canny_lower': 15, 'canny_upper': 58, 'cc_area': 4990, 'closing_kernel_size': 1, 'distance_resolution': 8, 'hough_lines_treshold': 59, 'max_line_gap': 10, 'meters_around_line': 4, 'min_line_length': 39, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
2,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6161_465_height_filtered.laz,0.7214334009465855,0.5354383239331684,6931084,7395,3219916,2060,{'canny_lower': 15, 'canny_upper': 58, 'cc_area': 4990, 'closing_kernel_size': 1, 'distance_resolution': 8, 'hough_lines_treshold': 59, 'max_line_gap': 10, 'meters_around_line': 4, 'min_line_length': 39, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
3,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6162_472_height_filtered.laz,0.7173296509124386,0.8050205251562368,3627987,67347,707383,19037,{'canny_lower': 15, 'canny_upper': 58, 'cc_area': 4990, 'closing_kernel_size': 1, 'distance_resolution': 8, 'hough_lines_treshold': 59, 'max_line_gap': 10, 'meters_around_line': 4, 'min_line_length': 39, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
4,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6163_472_height_filtered.laz,0.8809551640644568,0.20781097032832407,8897947,59885,7048856,7129,{'canny_lower': 15, 'canny_upper': 58, 'cc_area': 4990, 'closing_kernel_size': 1, 'distance_resolution': 8, 'hough_lines_treshold': 59, 'max_line_gap': 10, 'meters_around_line': 4, 'min_line_length': 39, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
5,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6167_473_height_filtered.laz,0.6974590607069985,0.7305199434306244,11446476,57341,3084597,17348,{'canny_lower': 15, 'canny_upper': 58, 'cc_area': 4990, 'closing_kernel_size': 1, 'distance_resolution': 8, 'hough_lines_treshold': 59, 'max_line_gap': 10, 'meters_around_line': 4, 'min_line_length': 39, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
6,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6167_474_height_filtered.laz,0.9065203761755486,0.356954932740038,16966929,15950,10910500,1491,{'canny_lower': 15, 'canny_upper': 58, 'cc_area': 4990, 'closing_kernel_size': 1, 'distance_resolution': 8, 'hough_lines_treshold': 59, 'max_line_gap': 10, 'meters_around_line': 4, 'min_line_length': 39, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
7,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6167_475_height_filtered.laz,0.8065326633165829,0.4406769678286254,16146528,23482,9031125,4543,{'canny_lower': 15, 'canny_upper': 58, 'cc_area': 4990, 'closing_kernel_size': 1, 'distance_resolution': 8, 'hough_lines_treshold': 59, 'max_line_gap': 10, 'meters_around_line': 4, 'min_line_length': 39, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
8,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6168_458_height_filtered.laz,0.651167353345105,0.9472370339183108,1643596,15291,86721,5334,{'canny_lower': 15, 'canny_upper': 58, 'cc_area': 4990, 'closing_kernel_size': 1, 'distance_resolution': 8, 'hough_lines_treshold': 59, 'max_line_gap': 10, 'meters_around_line': 4, 'min_line_length': 39, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
9,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6204_505_height_filtered.laz,0.9623618440704969,0.31475086341763625,6777427,10043,4644226,378,{'canny_lower': 15, 'canny_upper': 58, 'cc_area': 4990, 'closing_kernel_size': 1, 'distance_resolution': 8, 'hough_lines_treshold': 59, 'max_line_gap': 10, 'meters_around_line': 4, 'min_line_length': 39, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
10,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6205_513_height_filtered.laz,0.9146784964103207,0.40690001012971777,8371408,63794,4965082,5443,{'canny_lower': 15, 'canny_upper': 58, 'cc_area': 4990, 'closing_kernel_size': 1, 'distance_resolution': 8, 'hough_lines_treshold': 59, 'max_line_gap': 10, 'meters_around_line': 4, 'min_line_length': 39, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
11,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6211_474_height_filtered.laz,0.9474964005759079,0.5301188671129259,3029181,31255,1423355,1641,{'canny_lower': 15, 'canny_upper': 58, 'cc_area': 4990, 'closing_kernel_size': 1, 'distance_resolution': 8, 'hough_lines_treshold': 59, 'max_line_gap': 10, 'meters_around_line': 4, 'min_line_length': 39, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
12,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6219_494_height_filtered.laz,0.8011843403882004,0.8476950467782586,3227354,18238,491542,3626,{'canny_lower': 15, 'canny_upper': 58, 'cc_area': 4990, 'closing_kernel_size': 1, 'distance_resolution': 8, 'hough_lines_treshold': 59, 'max_line_gap': 10, 'meters_around_line': 4, 'min_line_length': 39, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
13,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6220_495_height_filtered.laz,0.9722105515875398,0.9012501347047085,3999489,16661,394949,463,{'canny_lower': 15, 'canny_upper': 58, 'cc_area': 4990, 'closing_kernel_size': 1, 'distance_resolution': 8, 'hough_lines_treshold': 59, 'max_line_gap': 10, 'meters_around_line': 4, 'min_line_length': 39, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
14,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6221_452_height_filtered.laz,0.843630904261462,0.6613827066556761,47313,8659,16021,1354,{'canny_lower': 15, 'canny_upper': 58, 'cc_area': 4990, 'closing_kernel_size': 1, 'distance_resolution': 8, 'hough_lines_treshold': 59, 'max_line_gap': 10, 'meters_around_line': 4, 'min_line_length': 39, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
0,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6134_518_height_filtered.laz,0.999600599101348,0.535990966109601,3305774,10015,1533909,4,{'canny_lower': 33, 'canny_upper': 151, 'cc_area': 7155, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 52, 'max_line_gap': 18, 'meters_around_line': 7, 'min_line_length': 9, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
1,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6146_468_height_filtered.laz,0.9993032329988851,0.12231257483011337,3619031,78936,3176378,55,{'canny_lower': 33, 'canny_upper': 151, 'cc_area': 7155, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 52, 'max_line_gap': 18, 'meters_around_line': 7, 'min_line_length': 9, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
2,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6161_465_height_filtered.laz,0.9991886409736308,0.3822511745637479,6931084,7395,4281669,6,{'canny_lower': 33, 'canny_upper': 151, 'cc_area': 7155, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 52, 'max_line_gap': 18, 'meters_around_line': 7, 'min_line_length': 9, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
3,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6162_472_height_filtered.laz,0.9987378799352606,0.07778776495064621,3627987,67347,3345774,85,{'canny_lower': 33, 'canny_upper': 151, 'cc_area': 7155, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 52, 'max_line_gap': 18, 'meters_around_line': 7, 'min_line_length': 9, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
4,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6163_472_height_filtered.laz,0.999348751774234,0.15747239222710585,8897947,59885,7496766,39,{'canny_lower': 33, 'canny_upper': 151, 'cc_area': 7155, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 52, 'max_line_gap': 18, 'meters_around_line': 7, 'min_line_length': 9, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
5,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6167_473_height_filtered.laz,0.9957621945902583,0.3371388713871414,11446476,57341,7587424,243,{'canny_lower': 33, 'canny_upper': 151, 'cc_area': 7155, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 52, 'max_line_gap': 18, 'meters_around_line': 7, 'min_line_length': 9, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
6,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6167_474_height_filtered.laz,0.9996865203761756,0.39586993026257133,16966929,15950,10250232,5,{'canny_lower': 33, 'canny_upper': 151, 'cc_area': 7155, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 52, 'max_line_gap': 18, 'meters_around_line': 7, 'min_line_length': 9, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
7,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6167_475_height_filtered.laz,0.9955710757175709,0.25868229999663084,16146528,23482,11969707,104,{'canny_lower': 33, 'canny_upper': 151, 'cc_area': 7155, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 52, 'max_line_gap': 18, 'meters_around_line': 7, 'min_line_length': 9, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
8,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6168_458_height_filtered.laz,0.9659930678176705,0.7471677954923229,1643596,15291,415554,520,{'canny_lower': 33, 'canny_upper': 151, 'cc_area': 7155, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 52, 'max_line_gap': 18, 'meters_around_line': 7, 'min_line_length': 9, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
9,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6204_505_height_filtered.laz,0.9993029971124167,0.00908132245467197,6777427,10043,6715879,7,{'canny_lower': 33, 'canny_upper': 151, 'cc_area': 7155, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 52, 'max_line_gap': 18, 'meters_around_line': 7, 'min_line_length': 9, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
10,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6205_513_height_filtered.laz,0.999216227231401,0.031963679228153685,8371408,63794,8103827,50,{'canny_lower': 33, 'canny_upper': 151, 'cc_area': 7155, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 52, 'max_line_gap': 18, 'meters_around_line': 7, 'min_line_length': 9, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
11,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6211_474_height_filtered.laz,0.9975683890577508,0.11329431948767665,3029181,31255,2685992,76,{'canny_lower': 33, 'canny_upper': 151, 'cc_area': 7155, 'closing_kernel_size': 1, 'distance_resolution': 9, 'hough_lines_treshold': 52, 'max_line_gap': 18, 'meters_around_line': 7, 'min_line_length': 9, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 5}
