0,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6134_518_height_filtered.laz,0.2438342486270594,0.9967112089332181,3305774,10015,10872,7573,{'canny_lower': 24, 'canny_upper': 151, 'cc_area': 6231, 'closing_kernel_size': 5, 'distance_resolution': 9, 'hough_lines_treshold': 147, 'max_line_gap': 7, 'meters_around_line': 3, 'min_line_length': 30, 'opening_kernel_size': 3, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 1}
5,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6167_473_height_filtered.laz,0.9984827610261419,0.07133217245202805,11446476,57341,10629974,87,{'canny_lower': 6, 'canny_upper': 144, 'cc_area': 12, 'closing_kernel_size': 1, 'distance_resolution': 8, 'hough_lines_treshold': 140, 'max_line_gap': 47, 'meters_around_line': 5, 'min_line_length': 2, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 7}
6,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6167_474_height_filtered.laz,0.9996865203761756,0.01403713070291035,16966929,15950,16728762,5,{'canny_lower': 6, 'canny_upper': 144, 'cc_area': 12, 'closing_kernel_size': 1, 'distance_resolution': 8, 'hough_lines_treshold': 140, 'max_line_gap': 47, 'meters_around_line': 5, 'min_line_length': 2, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 7}
7,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6167_475_height_filtered.laz,0.9948045311302274,0.056624681169846536,16146528,23482,15232236,122,{'canny_lower': 6, 'canny_upper': 144, 'cc_area': 12, 'closing_kernel_size': 1, 'distance_resolution': 8, 'hough_lines_treshold': 140, 'max_line_gap': 47, 'meters_around_line': 5, 'min_line_length': 2, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 7}
8,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6168_458_height_filtered.laz,0.05454188738473612,0.21573428020024388,1643596,15291,1289016,14457,{'canny_lower': 6, 'canny_upper': 144, 'cc_area': 12, 'closing_kernel_size': 1, 'distance_resolution': 8, 'hough_lines_treshold': 140, 'max_line_gap': 47, 'meters_around_line': 5, 'min_line_length': 2, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 7}
9,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6204_505_height_filtered.laz,0.9993029971124167,0.0033574688447400858,6777427,10043,6754672,7,{'canny_lower': 6, 'canny_upper': 144, 'cc_area': 12, 'closing_kernel_size': 1, 'distance_resolution': 8, 'hough_lines_treshold': 140, 'max_line_gap': 47, 'meters_around_line': 5, 'min_line_length': 2, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 7}
10,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6205_513_height_filtered.laz,0.9995924381603286,0.00717537599409801,8371408,63794,8311340,26,{'canny_lower': 6, 'canny_upper': 144, 'cc_area': 12, 'closing_kernel_size': 1, 'distance_resolution': 8, 'hough_lines_treshold': 140, 'max_line_gap': 47, 'meters_around_line': 5, 'min_line_length': 2, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 7}
11,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6211_474_height_filtered.laz,0.9988481842905135,0.020000125446449024,3029181,31255,2968597,36,{'canny_lower': 6, 'canny_upper': 144, 'cc_area': 12, 'closing_kernel_size': 1, 'distance_resolution': 8, 'hough_lines_treshold': 140, 'max_line_gap': 47, 'meters_around_line': 5, 'min_line_length': 2, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 7}
12,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6219_494_height_filtered.laz,1.0,0.01151934371004859,3227354,18238,3190177,0,{'canny_lower': 6, 'canny_upper': 144, 'cc_area': 12, 'closing_kernel_size': 1, 'distance_resolution': 8, 'hough_lines_treshold': 140, 'max_line_gap': 47, 'meters_around_line': 5, 'min_line_length': 2, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 7}
13,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6220_495_height_filtered.laz,0.9981393673849108,0.010214554909389717,3999489,16661,3958636,31,{'canny_lower': 6, 'canny_upper': 144, 'cc_area': 12, 'closing_kernel_size': 1, 'distance_resolution': 8, 'hough_lines_treshold': 140, 'max_line_gap': 47, 'meters_around_line': 5, 'min_line_length': 2, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 7}
14,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6221_452_height_filtered.laz,0.9856796396812565,0.7224230127026399,47313,8659,13133,124,{'canny_lower': 6, 'canny_upper': 144, 'cc_area': 12, 'closing_kernel_size': 1, 'distance_resolution': 8, 'hough_lines_treshold': 140, 'max_line_gap': 47, 'meters_around_line': 5, 'min_line_length': 2, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 7}
0,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6134_518_height_filtered.laz,0.0,1.0,3305774,10015,0,10015,{'canny_lower': 5, 'canny_upper': 200, 'cc_area': 10, 'closing_kernel_size': 1, 'distance_resolution': 10, 'hough_lines_treshold': 5, 'max_line_gap': 1, 'meters_around_line': 10, 'min_line_length': 50, 'opening_kernel_size': 9, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 7}
1,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6146_468_height_filtered.laz,0.0,1.0,3619031,78936,0,78936,{'canny_lower': 5, 'canny_upper': 200, 'cc_area': 10, 'closing_kernel_size': 1, 'distance_resolution': 10, 'hough_lines_treshold': 5, 'max_line_gap': 1, 'meters_around_line': 10, 'min_line_length': 50, 'opening_kernel_size': 9, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 7}
2,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6161_465_height_filtered.laz,0.0,1.0,6931084,7395,0,7395,{'canny_lower': 5, 'canny_upper': 200, 'cc_area': 10, 'closing_kernel_size': 1, 'distance_resolution': 10, 'hough_lines_treshold': 5, 'max_line_gap': 1, 'meters_around_line': 10, 'min_line_length': 50, 'opening_kernel_size': 9, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 7}
3,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6162_472_height_filtered.laz,0.0,1.0,3627987,67347,0,67347,{'canny_lower': 5, 'canny_upper': 200, 'cc_area': 10, 'closing_kernel_size': 1, 'distance_resolution': 10, 'hough_lines_treshold': 5, 'max_line_gap': 1, 'meters_around_line': 10, 'min_line_length': 50, 'opening_kernel_size': 9, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 7}
4,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6163_472_height_filtered.laz,0.0,1.0,8897947,59885,0,59885,{'canny_lower': 5, 'canny_upper': 200, 'cc_area': 10, 'closing_kernel_size': 1, 'distance_resolution': 10, 'hough_lines_treshold': 5, 'max_line_gap': 1, 'meters_around_line': 10, 'min_line_length': 50, 'opening_kernel_size': 9, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 7}
5,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6167_473_height_filtered.laz,0.0,1.0,11446476,57341,0,57341,{'canny_lower': 5, 'canny_upper': 200, 'cc_area': 10, 'closing_kernel_size': 1, 'distance_resolution': 10, 'hough_lines_treshold': 5, 'max_line_gap': 1, 'meters_around_line': 10, 'min_line_length': 50, 'opening_kernel_size': 9, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 7}
6,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6167_474_height_filtered.laz,0.0,1.0,16966929,15950,0,15950,{'canny_lower': 5, 'canny_upper': 200, 'cc_area': 10, 'closing_kernel_size': 1, 'distance_resolution': 10, 'hough_lines_treshold': 5, 'max_line_gap': 1, 'meters_around_line': 10, 'min_line_length': 50, 'opening_kernel_size': 9, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 7}
7,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6167_475_height_filtered.laz,0.0,1.0,16146528,23482,0,23482,{'canny_lower': 5, 'canny_upper': 200, 'cc_area': 10, 'closing_kernel_size': 1, 'distance_resolution': 10, 'hough_lines_treshold': 5, 'max_line_gap': 1, 'meters_around_line': 10, 'min_line_length': 50, 'opening_kernel_size': 9, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 7}
8,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6168_458_height_filtered.laz,0.0,1.0,1643596,15291,0,15291,{'canny_lower': 5, 'canny_upper': 200, 'cc_area': 10, 'closing_kernel_size': 1, 'distance_resolution': 10, 'hough_lines_treshold': 5, 'max_line_gap': 1, 'meters_around_line': 10, 'min_line_length': 50, 'opening_kernel_size': 9, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 7}
9,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6204_505_height_filtered.laz,0.0,1.0,6777427,10043,0,10043,{'canny_lower': 5, 'canny_upper': 200, 'cc_area': 10, 'closing_kernel_size': 1, 'distance_resolution': 10, 'hough_lines_treshold': 5, 'max_line_gap': 1, 'meters_around_line': 10, 'min_line_length': 50, 'opening_kernel_size': 9, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 7}
10,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6205_513_height_filtered.laz,0.09493055773270213,0.9992764657988238,8371408,63794,6057,57738,{'canny_lower': 5, 'canny_upper': 200, 'cc_area': 10, 'closing_kernel_size': 1, 'distance_resolution': 10, 'hough_lines_treshold': 5, 'max_line_gap': 1, 'meters_around_line': 10, 'min_line_length': 50, 'opening_kernel_size': 9, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 7}
11,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6211_474_height_filtered.laz,0.0,1.0,3029181,31255,0,31255,{'canny_lower': 5, 'canny_upper': 200, 'cc_area': 10, 'closing_kernel_size': 1, 'distance_resolution': 10, 'hough_lines_treshold': 5, 'max_line_gap': 1, 'meters_around_line': 10, 'min_line_length': 50, 'opening_kernel_size': 9, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 7}
12,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6219_494_height_filtered.laz,0.0,1.0,3227354,18238,0,18238,{'canny_lower': 5, 'canny_upper': 200, 'cc_area': 10, 'closing_kernel_size': 1, 'distance_resolution': 10, 'hough_lines_treshold': 5, 'max_line_gap': 1, 'meters_around_line': 10, 'min_line_length': 50, 'opening_kernel_size': 9, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 7}
13,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6220_495_height_filtered.laz,0.0,1.0,3999489,16661,0,16661,{'canny_lower': 5, 'canny_upper': 200, 'cc_area': 10, 'closing_kernel_size': 1, 'distance_resolution': 10, 'hough_lines_treshold': 5, 'max_line_gap': 1, 'meters_around_line': 10, 'min_line_length': 50, 'opening_kernel_size': 9, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 7}
14,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6221_452_height_filtered.laz,0.0,1.0,47313,8659,0,8659,{'canny_lower': 5, 'canny_upper': 200, 'cc_area': 10, 'closing_kernel_size': 1, 'distance_resolution': 10, 'hough_lines_treshold': 5, 'max_line_gap': 1, 'meters_around_line': 10, 'min_line_length': 50, 'opening_kernel_size': 9, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 7}
0,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6134_518_height_filtered.laz,0.999600599101348,0.7659564749435381,3305774,10015,773695,4,{'canny_lower': 40, 'canny_upper': 50, 'cc_area': 10, 'closing_kernel_size': 9, 'distance_resolution': 10, 'hough_lines_treshold': 150, 'max_line_gap': 50, 'meters_around_line': 10, 'min_line_length': 1, 'opening_kernel_size': 9, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 1}
1,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6146_468_height_filtered.laz,0.9951986419377724,0.021262597640086534,3619031,78936,3542081,379,{'canny_lower': 40, 'canny_upper': 50, 'cc_area': 10, 'closing_kernel_size': 9, 'distance_resolution': 10, 'hough_lines_treshold': 150, 'max_line_gap': 50, 'meters_around_line': 10, 'min_line_length': 1, 'opening_kernel_size': 9, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 1}
2,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6161_465_height_filtered.laz,0.5790398918187964,0.7037688477011677,6931084,7395,2053203,3113,{'canny_lower': 40, 'canny_upper': 50, 'cc_area': 10, 'closing_kernel_size': 9, 'distance_resolution': 10, 'hough_lines_treshold': 150, 'max_line_gap': 50, 'meters_around_line': 10, 'min_line_length': 1, 'opening_kernel_size': 9, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 1}
3,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6162_472_height_filtered.laz,0.8367113605654298,0.04827056987800671,3627987,67347,3452862,10997,{'canny_lower': 40, 'canny_upper': 50, 'cc_area': 10, 'closing_kernel_size': 9, 'distance_resolution': 10, 'hough_lines_treshold': 150, 'max_line_gap': 50, 'meters_around_line': 10, 'min_line_length': 1, 'opening_kernel_size': 9, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 1}
4,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6163_472_height_filtered.laz,0.824346664440177,0.5383195696715208,8897947,59885,4108008,10519,{'canny_lower': 40, 'canny_upper': 50, 'cc_area': 10, 'closing_kernel_size': 9, 'distance_resolution': 10, 'hough_lines_treshold': 150, 'max_line_gap': 50, 'meters_around_line': 10, 'min_line_length': 1, 'opening_kernel_size': 9, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 1}
5,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6167_473_height_filtered.laz,0.8283776006696779,0.41275288569163116,11446476,57341,6721910,9841,{'canny_lower': 40, 'canny_upper': 50, 'cc_area': 10, 'closing_kernel_size': 9, 'distance_resolution': 10, 'hough_lines_treshold': 150, 'max_line_gap': 50, 'meters_around_line': 10, 'min_line_length': 1, 'opening_kernel_size': 9, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 1}
6,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6167_474_height_filtered.laz,0.6294670846394984,0.6335291436653032,16966929,15950,6217885,5910,{'canny_lower': 40, 'canny_upper': 50, 'cc_area': 10, 'closing_kernel_size': 9, 'distance_resolution': 10, 'hough_lines_treshold': 150, 'max_line_gap': 50, 'meters_around_line': 10, 'min_line_length': 1, 'opening_kernel_size': 9, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 1}
7,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6167_475_height_filtered.laz,0.85972234051614,0.5233840984266092,16146528,23482,7695692,3294,{'canny_lower': 40, 'canny_upper': 50, 'cc_area': 10, 'closing_kernel_size': 9, 'distance_resolution': 10, 'hough_lines_treshold': 150, 'max_line_gap': 50, 'meters_around_line': 10, 'min_line_length': 1, 'opening_kernel_size': 9, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 1}
8,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6168_458_height_filtered.laz,0.17265057877182657,0.5009613067931535,1643596,15291,820218,12651,{'canny_lower': 40, 'canny_upper': 50, 'cc_area': 10, 'closing_kernel_size': 9, 'distance_resolution': 10, 'hough_lines_treshold': 150, 'max_line_gap': 50, 'meters_around_line': 10, 'min_line_length': 1, 'opening_kernel_size': 9, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 1}
9,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6204_505_height_filtered.laz,0.9327890072687444,0.5998574385234987,6777427,10043,2711937,675,{'canny_lower': 40, 'canny_upper': 50, 'cc_area': 10, 'closing_kernel_size': 9, 'distance_resolution': 10, 'hough_lines_treshold': 150, 'max_line_gap': 50, 'meters_around_line': 10, 'min_line_length': 1, 'opening_kernel_size': 9, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 1}
10,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6205_513_height_filtered.laz,0.9995924381603286,0.6315647260293609,8371408,63794,3084322,26,{'canny_lower': 40, 'canny_upper': 50, 'cc_area': 10, 'closing_kernel_size': 9, 'distance_resolution': 10, 'hough_lines_treshold': 150, 'max_line_gap': 50, 'meters_around_line': 10, 'min_line_length': 1, 'opening_kernel_size': 9, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 1}
11,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6211_474_height_filtered.laz,0.8079027355623101,0.31642909420070975,3029181,31255,2070660,6004,{'canny_lower': 40, 'canny_upper': 50, 'cc_area': 10, 'closing_kernel_size': 9, 'distance_resolution': 10, 'hough_lines_treshold': 150, 'max_line_gap': 50, 'meters_around_line': 10, 'min_line_length': 1, 'opening_kernel_size': 9, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 1}
12,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6219_494_height_filtered.laz,0.7900537339620572,0.31888196956392145,3227354,18238,2198209,3829,{'canny_lower': 40, 'canny_upper': 50, 'cc_area': 10, 'closing_kernel_size': 9, 'distance_resolution': 10, 'hough_lines_treshold': 150, 'max_line_gap': 50, 'meters_around_line': 10, 'min_line_length': 1, 'opening_kernel_size': 9, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 1}
13,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6220_495_height_filtered.laz,0.9994598163375548,0.027704039191006613,3999489,16661,3888687,9,{'canny_lower': 40, 'canny_upper': 50, 'cc_area': 10, 'closing_kernel_size': 9, 'distance_resolution': 10, 'hough_lines_treshold': 150, 'max_line_gap': 50, 'meters_around_line': 10, 'min_line_length': 1, 'opening_kernel_size': 9, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 1}
14,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6221_452_height_filtered.laz,0.0,1.0,47313,8659,0,8659,{'canny_lower': 40, 'canny_upper': 50, 'cc_area': 10, 'closing_kernel_size': 9, 'distance_resolution': 10, 'hough_lines_treshold': 150, 'max_line_gap': 50, 'meters_around_line': 10, 'min_line_length': 1, 'opening_kernel_size': 9, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 1}
0,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6134_518_height_filtered.laz,0.0,0.9838282955822146,3305774,10015,53460,10015,{'canny_lower': 5, 'canny_upper': 50, 'cc_area': 10000, 'closing_kernel_size': 9, 'distance_resolution': 1, 'hough_lines_treshold': 150, 'max_line_gap': 50, 'meters_around_line': 10, 'min_line_length': 50, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 1}
1,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6146_468_height_filtered.laz,0.9836196412283369,0.7537774614254479,3619031,78936,891087,1293,{'canny_lower': 5, 'canny_upper': 50, 'cc_area': 10000, 'closing_kernel_size': 9, 'distance_resolution': 1, 'hough_lines_treshold': 150, 'max_line_gap': 50, 'meters_around_line': 10, 'min_line_length': 50, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 1}
2,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6161_465_height_filtered.laz,0.9991886409736308,0.956975128277193,6931084,7395,298209,6,{'canny_lower': 5, 'canny_upper': 50, 'cc_area': 10000, 'closing_kernel_size': 9, 'distance_resolution': 1, 'hough_lines_treshold': 150, 'max_line_gap': 50, 'meters_around_line': 10, 'min_line_length': 50, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 1}
3,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6162_472_height_filtered.laz,0.9994506065600547,0.8381854731011991,3627987,67347,587061,37,{'canny_lower': 5, 'canny_upper': 50, 'cc_area': 10000, 'closing_kernel_size': 9, 'distance_resolution': 1, 'hough_lines_treshold': 150, 'max_line_gap': 50, 'meters_around_line': 10, 'min_line_length': 50, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 1}
4,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6163_472_height_filtered.laz,0.9908324288219087,0.582724756620825,8897947,59885,3712893,549,{'canny_lower': 5, 'canny_upper': 50, 'cc_area': 10000, 'closing_kernel_size': 9, 'distance_resolution': 1, 'hough_lines_treshold': 150, 'max_line_gap': 50, 'meters_around_line': 10, 'min_line_length': 50, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 1}
5,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6167_473_height_filtered.laz,0.0,1.0,11446476,57341,0,57341,{'canny_lower': 5, 'canny_upper': 50, 'cc_area': 10000, 'closing_kernel_size': 9, 'distance_resolution': 1, 'hough_lines_treshold': 150, 'max_line_gap': 50, 'meters_around_line': 10, 'min_line_length': 50, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 1}
6,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6167_474_height_filtered.laz,0.9435736677115988,0.8257642263959495,16966929,15950,2956246,900,{'canny_lower': 5, 'canny_upper': 50, 'cc_area': 10000, 'closing_kernel_size': 9, 'distance_resolution': 1, 'hough_lines_treshold': 150, 'max_line_gap': 50, 'meters_around_line': 10, 'min_line_length': 50, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 1}
7,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6167_475_height_filtered.laz,0.5384124009879908,0.9733455390533494,16146528,23482,430377,10839,{'canny_lower': 5, 'canny_upper': 50, 'cc_area': 10000, 'closing_kernel_size': 9, 'distance_resolution': 1, 'hough_lines_treshold': 150, 'max_line_gap': 50, 'meters_around_line': 10, 'min_line_length': 50, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 1}
8,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6168_458_height_filtered.laz,0.5874697534497417,0.9191498397416397,1643596,15291,132885,6308,{'canny_lower': 5, 'canny_upper': 50, 'cc_area': 10000, 'closing_kernel_size': 9, 'distance_resolution': 1, 'hough_lines_treshold': 150, 'max_line_gap': 50, 'meters_around_line': 10, 'min_line_length': 50, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 1}
9,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6204_505_height_filtered.laz,0.7154236781838096,0.9760335301287641,6777427,10043,162431,2858,{'canny_lower': 5, 'canny_upper': 50, 'cc_area': 10000, 'closing_kernel_size': 9, 'distance_resolution': 1, 'hough_lines_treshold': 150, 'max_line_gap': 50, 'meters_around_line': 10, 'min_line_length': 50, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 1}
10,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6205_513_height_filtered.laz,0.9960811361570053,0.9902140715158071,8371408,63794,81922,250,{'canny_lower': 5, 'canny_upper': 50, 'cc_area': 10000, 'closing_kernel_size': 9, 'distance_resolution': 1, 'hough_lines_treshold': 150, 'max_line_gap': 50, 'meters_around_line': 10, 'min_line_length': 50, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 1}
11,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6211_474_height_filtered.laz,0.9826907694768837,0.9411642949034739,3029181,31255,178224,541,{'canny_lower': 5, 'canny_upper': 50, 'cc_area': 10000, 'closing_kernel_size': 9, 'distance_resolution': 1, 'hough_lines_treshold': 150, 'max_line_gap': 50, 'meters_around_line': 10, 'min_line_length': 50, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 1}
12,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6219_494_height_filtered.laz,0.5375589428665424,0.9450075820625813,3227354,18238,177480,8434,{'canny_lower': 5, 'canny_upper': 50, 'cc_area': 10000, 'closing_kernel_size': 9, 'distance_resolution': 1, 'hough_lines_treshold': 150, 'max_line_gap': 50, 'meters_around_line': 10, 'min_line_length': 50, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 1}
13,/home/nxw500/data/LazFilesWithHeightRemoved/PUNKTSKY_00005_1km_6220_495_height_filtered.laz,0.9876357961706981,0.9566564628631308,3999489,16661,173352,206,{'canny_lower': 5, 'canny_upper': 50, 'cc_area': 10000, 'closing_kernel_size': 9, 'distance_resolution': 1, 'hough_lines_treshold': 150, 'max_line_gap': 50, 'meters_around_line': 10, 'min_line_length': 50, 'opening_kernel_size': 1, 'path': '/home/nxw500/data/', 'simplify_tolerance': 8, 'small_dialation_kernel': 1}
